time_s,total_rate_gbps,reconstructed_rate_gbps,ecn_marks
0.105564,505.929,505.929,6
0.105572,569.17,569.17,5
0.10558,316.206,316.206,7
0.105588,379.447,379.447,5
0.105596,379.447,379.447,4
0.105604,632.411,632.411,6
0.105612,569.17,569.17,3
0.10562,505.929,505.929,8
0.105629,442.688,442.688,12
0.105637,252.964,252.964,5
0.105645,379.447,379.447,9
0.105653,252.964,252.964,7
0.105661,126.482,126.482,4
0.105669,63.2411,63.2411,5
0.105677,316.206,316.206,2
0.105685,360.474,360.672,6
0.105693,379.447,379.447,10
0.105701,316.206,316.206,4
0.105709,632.411,632.411,4
0.105718,189.723,189.723,4
0.105726,758.893,758.893,3
0.105734,442.688,442.688,1
0.105742,569.17,569.17,6
0.10575,822.134,822.134,4
0.105758,379.447,379.447,3
0.105766,316.206,316.206,1
0.105774,126.482,126.482,5
0.105782,252.964,252.964,1
0.10579,316.206,316.206,2
0.105799,379.447,379.447,4
0.105807,252.964,252.964,1
0.105815,316.206,316.206,6
0.105823,189.723,189.723,4
0.105831,252.964,252.964,3
0.105839,252.964,252.964,6
0.105847,379.447,379.447,1
0.105855,505.929,505.929,3
0.105863,505.929,505.929,5
0.105871,379.447,379.447,1
0.105879,379.447,379.447,5
0.105888,252.964,252.964,2
0.105896,822.134,822.134,2
0.105904,379.447,379.447,6
0.105912,442.688,442.688,3
0.10592,316.206,316.206,2
0.105928,379.447,379.447,1
0.105936,379.447,379.447,3
0.105944,442.688,442.688,3
0.105952,316.206,316.206,2
0.10596,379.447,379.447,3
0.105969,252.964,252.964,3
0.105977,189.723,189.723,4
0.105985,252.964,252.964,3
0.105993,252.964,252.964,1
0.106001,379.447,379.447,3
0.106009,505.929,505.929,3
0.106017,252.964,252.964,1
0.106025,695.652,695.652,5
0.106033,442.688,442.688,4
0.106041,442.688,442.688,5
0.10605,442.688,442.688,6
0.106058,189.723,189.723,4
0.106066,569.17,569.17,3
0.106074,252.964,252.964,6
0.106082,189.723,189.723,1
0.10609,316.206,316.206,3
0.106098,379.447,379.447,3
0.106106,126.482,126.482,8
0.106114,85.3755,84.9802,0
0.106122,442.688,442.688,2
0.10613,126.482,126.482,3
0.106139,252.964,252.964,3
0.106147,189.723,189.723,0
0.106155,63.2411,63.2411,3
0.106163,505.929,505.929,4
0.106171,379.447,379.447,2
0.106179,379.447,379.447,4
0.106187,126.482,126.482,4
0.106195,189.723,189.723,4
0.106203,252.964,252.964,3
0.106211,189.723,189.723,0
0.10622,316.206,316.206,1
0.106228,316.206,316.206,0
0.106236,189.723,189.723,1
0.106244,189.723,189.723,0
0.106252,126.482,126.482,1
0.10626,189.723,189.723,1
0.106268,189.723,189.723,3
0.106276,252.964,252.964,0
0.106284,252.964,252.964,0
0.106292,252.964,252.964,1
0.1063,189.723,189.723,0
0.106309,505.929,505.929,1
0.106317,63.2411,63.2411,3
0.106325,442.688,442.688,2
0.106333,505.929,505.929,1
0.106341,126.482,126.482,1
0.106349,252.964,252.964,2
0.106357,252.964,252.964,2
0.106365,442.688,442.688,3
0.106373,505.929,505.929,3
0.106381,379.447,379.447,5
0.10639,442.688,442.688,1
0.106398,379.447,379.447,1
0.106406,442.688,442.688,3
0.106414,569.17,569.17,3
0.106422,316.206,316.206,3
0.10643,442.688,442.688,4
0.106438,379.447,379.447,1
0.106446,189.723,189.723,7
0.106454,189.723,189.723,4
0.106462,569.17,569.17,0
0.10647,347.826,347.826,1
0.106479,189.723,189.723,7
0.106487,189.723,189.723,1
0.106495,505.929,505.929,4
0.106503,63.2411,63.2411,1
0.106511,379.447,379.447,1
0.106519,379.447,379.447,2
0.106527,189.723,189.723,1
0.106535,632.411,632.411,4
0.106543,316.206,316.206,2
0.106551,379.447,379.447,1
0.10656,442.688,442.688,1
0.106568,189.723,189.723,2
0.106576,252.964,252.964,1
0.106584,316.206,316.206,2
0.106592,252.964,252.964,0
0.1066,379.447,379.447,4
0.106608,189.723,189.723,1
0.106616,252.964,252.964,4
0.106624,505.929,505.929,2
0.106632,252.964,252.964,3
0.106641,758.893,758.893,1
0.106649,695.652,695.652,2
0.106657,379.447,379.447,2
0.106665,126.482,126.482,2
0.106673,505.929,505.929,3
0.106681,442.688,442.688,1
0.106689,189.723,189.723,5
0.106697,252.964,252.964,4
0.106705,252.964,252.964,2
0.106713,189.723,189.723,2
0.106721,379.447,379.447,5
0.10673,252.964,252.964,2
0.106738,316.206,316.206,1
0.106746,505.929,505.929,3
0.106754,442.688,442.688,1
0.106762,505.929,505.929,0
0.10677,695.652,695.652,0
0.106778,442.688,442.688,2
0.106786,569.17,569.17,3
0.106794,505.929,505.929,1
0.106802,505.929,505.929,2
0.106811,442.688,442.688,1
0.106819,505.929,505.929,3
0.106827,632.411,632.411,1
0.106835,528.063,527.668,3
0.106843,252.964,252.964,3
0.106851,569.17,569.17,4
0.106859,316.206,316.206,4
0.106867,252.964,252.964,4
0.106875,442.688,442.688,1
0.106883,758.893,758.893,2
0.106891,442.688,442.688,0
0.1069,316.206,316.206,0
0.106908,1011.86,1011.86,1
0.106916,442.688,442.688,0
0.106924,252.964,252.964,1
0.106932,379.447,379.447,0
0.10694,442.688,442.688,0
0.106948,316.206,316.206,0
0.106956,316.206,316.206,0
0.106964,442.688,442.688,1
0.106972,316.206,316.206,0
0.106981,252.964,252.964,1
0.106989,569.17,569.17,1
0.106997,379.447,379.447,0
0.107005,505.929,505.929,1
0.107013,316.206,316.206,0
0.107021,189.723,189.723,2
0.107029,126.482,126.482,1
0.107037,189.723,189.723,1
0.107045,189.723,189.723,0
0.107053,505.929,505.929,1
0.107062,126.482,126.482,0
0.10707,189.723,189.723,0
0.107078,316.206,316.206,0
0.107086,316.206,316.206,0
0.107094,63.2411,63.2411,0
0.107102,63.2411,63.2411,0
0.10711,63.2411,63.2411,0
0.107118,297.233,297.431,0
0.107126,189.723,189.723,0
0.107134,252.964,252.964,1
0.107142,189.723,189.723,0
0.107151,379.447,379.447,0
0.107159,189.723,189.723,0
0.107167,252.964,252.964,0
0.107175,189.723,189.723,0
0.107183,189.723,189.723,0
0.107191,252.964,252.964,0
0.107199,189.723,189.723,0
0.107207,126.482,126.482,0
0.107215,252.964,252.964,0
0.107223,126.482,126.482,0
0.107232,189.723,189.723,0
0.10724,63.2411,63.2411,0
0.107248,63.2411,63.2411,0
0.107256,126.482,126.482,0
